post,title,year
"""Deus marcou o tempo certo pra cada coisa.""
‚Äî Eclesiastes 3:11.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Assistindo : THE WALKING DEAD :),Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
AS PESSOAS MUDAM DEMAIS,Nat√°lia Oliveira estava com Raniel Alves.,2013
"‚Äî C√™ vai ficar comigo?
‚Äî Vou.
‚Äî A noite toda?
‚Äî √â. Agora dorme.
(15 min. de sil√™ncio)
‚Äî Mor?
‚Äî Fala.
‚Äî E se a liga√ß√£o cair?
‚Äî Voc√™ j√° vai estar dormindo.
‚Äî E se eu tiver acordada?
‚Äî Voc√™ me liga de volta. Fecha os olhinhos.
‚Äî T√°.
(10 min. depois)
‚Äî Ei, amor, est√° a√≠?
‚Äî T√¥, Ju. N√£o vou sair daqui.
‚Äî E se o seu telefone descarregar?
‚Äî A bateria t√° cheia.
‚Äî E se o meu descarregar?
‚Äî Perdeu o carregador?
‚Äî N√£o, mas eu t√¥ no escuro.
‚Äî Juliana, s√≥ dorme. T√° bom? Dorme.
(Meia hora depois, a respira√ß√£o dela ainda podia ser ouvida)
‚Äî Ju? Est√° a√≠?
‚Äî T√¥, amor.
‚Äî Minha nossa senhora, c√™ n√£o vai dormir?
‚Äî Acho que eu t√¥ com medo‚Ä¶
‚Äî De ficar sozinha. Eu sei. Te conhe√ßo. Pois bem. Vou te ensinar uma coisa. Pega tr√™s travesseiros e coloca ao seu redor.
‚Äî T√°.
‚Äî Agora pega um len√ßol a√≠ e os cubra. Direitinho.
‚Äî Ok, e agora?
‚Äî Agora fica deitadinha. Voc√™ t√° no quadrado m√°gico da prote√ß√£o. Fecha os olhinhos. Estou do seu lado, te abra√ßando, ok? Melhor agora?
‚Äî Muito melhor.
‚Äî Fico imaginando quando √© que a gente vai poder dormir juntinho assim, sabe, Ju. Eu tenho esse meu jeito marrento, mand√£o de ser, voc√™ sabe, mas eu sou pura manteiga derretida por dentro. N√£o consigo dormir enquanto voc√™ n√£o dorme, t√° ligada? Parece que qualquer coisa vai te acontecer e eu n√£o vou estar por perto pra te proteger, sabe assim? E eu n√£o suporto a ideia de alguma coisa atingir a minha pequena. √â isso que voc√™ √©, t√° sabendo, Ju? (sil√™ncio) Ju?
(Ele ouvia apenas a respira√ß√£o lenta, quase inaud√≠vel da garota.)
‚Äî Ih, dormiu. ‚Äî desligou o telefone e continuou falando sozinho, como que pra si ‚Äî Miss√£o cumprida. A princesa est√° salva.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Porque a vida segue. Mas o que foi bonito fica com toda a for√ßa. Mesmo que a gente tente apagar com outras coisas bonitas ou leves, certos momentos nem o tempo apaga. E a gente lembra. E j√° n√£o d√≥i mais. Mas d√° saudade. Uma saudade que faz os olhos brilharem por alguns segundos e um sorriso escapar volta e meia, quando a cabe√ßa insiste em trazer a tona, o que o cora√ß√£o vive tentando deixar pra tr√°s. "" 

- Caio Fernando De Abreu '",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"http://ask.fm/NatalhaOlivera

A>S>K .",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"√â PORQUE N√ÉO D√Å MESMO , SE DESSE ...",Nat√°lia Oliveira estava com Luana Souza.,2013
Meu Bate-papo t√° Com Problema Biel,Nat√°lia Oliveira estava com Gabriel Alves.,2013
"... Minha pequenina , Minha nanica , minha gostosa ,MINHA TUDO DE BOM . 
Eu n√£o sei como te dizer , mais voc√™ √© muuit√£√£√£√£o importante para minha sua louca . Nos Momentos que eu mais precisei voc√™ estava l√° , do meu lado , eu tando errada ou n√£o , voc√™ estava l√° , me apoiando . Quando eu precisava de palavras sinceras , verdadeiras , voc√™ me concedeu , pooorq apesar de amiga , voc√™ √© MINHA IRM√É ,uma irm√£ que eu nunca tive , a melhor da fase da terra . os piores momentos , voc√™ compartilhou comigo , me ajudou a superar . Negah , Tu sempre Sabia o que me dizer  na hora de  Tomar Decis√µes dificeis , te agrade√ßo muito por isso , agrade√ßo a deus por ter Te conhecido , por ter o privil√©gio de ter tua amizade que n√£o √© coisa pra qualquer pessoa n√£o , VOC√ä √â UMA DAS COISAS MAIS  IMPORTANTES DA MINHA VIDA AMIGA :)  te amo muito . Obrigado por todos os risos , por todos os momentos !
E nossos momentos de risadas ? aah , contigo n√£o tem como n√£o rir .
MEUS MELHORES MOMENTOS NA ESCOLA , FORAM COM VOC√ä , E NOSSO QUARTETO ! Perto ou longe, em s√£o paulo ou New york , Nossa amizade Sempre vai ser verdadeira ... Tu √© Perfeita Sabia ? A sorte √© daquele cara que est√° do teu lado , e O azar √© daquele que te perdeu .HAHA . AVISO : Se Qualquer Cara te fizer sofrer , eu Quebro a cara dele . Poorq voc√™ , minha' Plicesa' merece o melhoor !
Enfiiim ....
PAAARAAAAAAAAAABEEEEEEEEEEEEEEEEEEEEEEN'S ... Que Deus te aben√ßoe, SEMPREEEE , que voc√™ posso Realizar todos os Seus Sonhos Gatinha ,que tenha muuitaaa Sa√∫de pra alcan√ßar seus Objetivos , e muita felicidade pra encarar a vida . VOC√ä MERECE SER MUITO FELIZ .espero que essa data se repita por Bilh√µes de anos . N√ÉO ESQUECE QUE TE AMO E QUE TU √â MINHA IRM√É PRA SEMPRE . TE AMO AMIGA !",Nat√°lia Oliveira adicionou uma nova foto.,2013
"Ficar de fofoquinha, falando coisas que nunca existiram √© f√°cil, agora bater de frente e falar na cara que √© bom nada n√©?!",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"''N√£o era amor. Era vontade, e vontade passa.''",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
A saudade mata mais do que as pessoas.,Nat√°lia Oliveira estava com Gabriel Caldas.,2013
"O amor √© Uma Droga , e Eu Nao Preciso de Drogas Pra ser Feliz !",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"COME√áOU , AGORA TERMINE",Nat√°lia Oliveira estava com Gabriel Alves.,2013
"ORGULHO , QUE BELA MERDA -.-",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Ela n√£o anda, ela trupica... √© de Salgueiro, parece uma lombriga (8)
KKKKKKKKKKKKK '-'",Nat√°lia Oliveira estava com Luana Souza e Let√≠cia Stheffany.,2013
"Sono , se quizer vim ,j√° pode.ook ?",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"N√£o adianta planejar. As melhores coisas da vida, acontecem quando menos esperamos.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"E Depois De um Tempo , eu Entendi que esquecer n√£o significava ignorar uma chamada no telefone , nem evitar reencontros casuais . eu descobri que quando voc√™ esquece , atende o telefone e sua voz n√£o falha , que reencontros casuais n√£o mais faziam as pernas tremerem . Eu descobri que o lado mais triste do amor , √© N√£o sentir  Mais Nada .",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
POVO BESTA,Nat√°lia Oliveira estava com David D√¢nyl.,2013
"J√° Que N√£o d√° Pra gente ir Pra Rio De janeiro ,Vamo pra Pra√ßa \√µ",Nat√°lia Oliveira estava com Luana Souza.,2013
"‚ÄúSe n√£o est√° dando certo, meu amigo, substitua as V√çRGULAS por um simples PONTO FINAL.‚Äù",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
TOU ME PREPARANDO PSICOLOGICAMENTE PRA TOCAR AQUELA MUSICA. u.u,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=2Nt8aRLQM8Y,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"ERA UMA VEZ O AMOR , ENT√ÉO EU MATEI ELE . FIM .",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"As pessoas N√£o D√£o Valor ao que Tem , Ate perderem !",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"""Quando a √∫ltima coisa que voc√™ tiver for Deus, voc√™ vai descobrir que Ele era a √∫nica coisa que voc√™ precisava ter.""",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Isso √© Muito triste Sqn#',Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"http://ask.fm/NatalhaOlivera

Pergunta ?",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Sono por favor, me seduza.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Hey Jude [...],Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
<3,Nat√°lia Oliveira adicionou uma nova foto.,2013
"aprenda a dar sua aus√™ncia , pra quem n√£o valoriza sua presen√ßa;*",Nat√°lia Oliveira adicionou uma nova foto.,2013
"http://www.youtube.com/watch?v=t68NfD5wSHM


Muitoooo Booom *---------------*Vale a pena Ver U_U",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
*-----------------------------------*,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
FUI :)(,Nat√°lia Oliveira estava em Indo Arrumar a Casa.,2013
"FERIAS # PRA√áA# DORMIR TARDE# ASSISTIR# COMPUTADOR#

Acabou tudo , Caboooooooooo ' , :(",Nat√°lia Oliveira estava com Luana Souza e Let√≠cia Stheffany.,2013
"FILHA DA PUTA √â QUEM TEM UMA NAMORADA ,CARINHOSA , SINCERA , INTELIGENTE, BONITA , VERDADEIRA , E MESMO ASSIM COLOCA CHIFRE NELA ! :@",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=wKRpQ4uZFhY,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Eu acho que eu Gosto mesmo de voc√™ , Bem do jeito que voc√™ √©  (8..'

-Pitty#",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"ENT√ÉO A PESSOA , CHEGA , MARCA SUA VIDA E VAI EMBORA .",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"E Com um tempo , eu volto a sorrir .

PAREI DE CHORAR POR HOJE",Nat√°lia Oliveira estava com Luana Souza.,2013
"Voc√™ j√° teve aquele momento de ""Pow, se eu falar vou chorar""?",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Ser feliz todo dia, quem consegue? Nem palha√ßo!",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"‚ÄúN√£o se preocupa. As coisas s√£o assim mesmo, uma hora d√° certo e a outra n√£o. Mas do nada a felicidade chega e voc√™ at√© esquece que j√° deu errado um dia, √© s√≥ ter paci√™ncia e f√©.‚Äù",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://culturafilmesonline.blogspot.com.br/2012/07/500-dias-com-ela-filme-online-2009.html,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"MELHOR CONSELHO DO MUNDO, ‚ÄúDORME QUE PASSA‚Äù.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"‚ÄúFiz tudo certo. Errei quando coloquei sentimento.‚Äù
- Clarice Lispector",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
SAUDADE *-*,Nat√°lia Oliveira estava com Gabriel Caldas.,2013
N√£oPrestamos#,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
O SOFRIMENTO MUDA QUALQUER UM .,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Quem Ve , Diz que a gente √© Nornal !",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"i√ßu √© a iveja matano . 


ashuashuahuahuaashuahu ^^,",Nat√°lia Oliveira adicionou uma nova foto.,2013
"Neste exato momento enquanto voc√™ fala que tua vida √© de merda, algu√©m em algum lugar no mundo esta morrendo. Ent√£o fecha esta boca, para de reclamar e v√™ se agradece a Deus por ter esta vida.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"http://ask.fm/NatalhaOlivera
Veemk'",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"T√Å PROCURANDO HOMEM PERFEITO ? 
NUNCA VAI ENCONTRAR, 
PORQU√ä O √öNICO PERFEITO, MORREU PRA TE SALVAR.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Assistindo THE WALKING DEAD  :),Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"ashuashu , :d",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"S√£o poucos, mais ainda existem pessoas que valem a pena.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Facebook parab√©ns voc√™ est√° pior que a tim.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Legi√£o<3
",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"-Sensa√ß√£o boa :)
-Qual ?
-Olhar pra voc√™ e n√£o sentir mais nada ;D",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
SAUDADE DESSE POVO PERFEITO  u.u,Nat√°lia Oliveira estava com Francislaynne Moraess e outras 3 pessoas.,2013
"http://ask.fm/NatalhaOlivera
MeTireDoT√©dio#",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Ooiiiiiiiiiiiiiiiiiiiiiiie :),Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
FUTURO PEDREIRO DE SALGUEIRO :),Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
ME DEMITO DA ESCOLA .,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"MENINO CHATO VEY , ME FEZ RAIVA O DIA TODO HOJE",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
jogando,Nat√°lia Oliveira estava em Guitar Hero.,2013
"http://ask.fm/NatalhaOlivera
veemk'",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"TEM GENTE SEM PAI, SEM M√ÉE, SEM CASA, SEM COMIDA, SEM ROUPA, SEM FAM√çLIA, SEM BRA√áO, SEM PERNA, DOENTE EM HOSPITAIS, E VOC√ä AI  QUERENDO SE MATAR POR CAUSA DE UM NAMORADO ¬¨¬¨",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"https://www.youtube.com/watch?v=kkEMWUCBbbk
\√µ",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://1anonyma-themes.tumblr.com/,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Sexta-Feira<3,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://themes-amarenaodesistir.tumblr.com/,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://themes-desejo.tumblr.com/,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Porque te d√° um medo filho da puta: ser feliz, medo de amar, medo de ser bom. Tudo que faz bem pra gente, a gente tem medo.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"As vezes parece um anjo, mas √© minha m√£e.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
A PESSOA QUE LEU ISSO E LINDA(O). * - *,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"""ME FALE SOBRE VOCE."" ""L√ä MEU TUMBLR.""",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
'-',Nat√°lia Oliveira adicionou uma nova foto.,2013
"Se Deus √© por mim, deixa o mundo ser contra.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
'' Cazuza sempre dizia: Amor nunca √© demais '',Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
[indereta/] TAMBORETE DE FORRO[ indireta/],Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"99% das mulheres possuem a s√≠ndrome do ""ser√° que ele diz isso pra todas?""",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://welcome-tothe-paradise-city.tumblr.com/post/44169865172,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://welcome-tothe-paradise-city.tumblr.com/,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
DESISTO !,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=NUplez-2e4o,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.seucanal.eu/categoria/malhacao/,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"http://letras.mus.br/metallica/25962/traducao.html



*-------------*Tipo,perfect",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"a sua maneira (8'

-Capital Inicial/'",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Bem vindo a minha vida.Quanto tempo vai Ficar dessa Vez?,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Essa noite mais uma estrela vai brilhar no ceu!! Luto eterno Chorao :(((((((,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Nos pr√≥ximos dias todo mundo vai ser ""f√£"" do Chor√£o, todo mundo vai ouvir Charlie Brown, mas quando isso passar, s√≥ os verdadeiros v√£o continuar lembrando do Chor√£o, o Chor√£o brincalh√£o, o Chor√£o guerreiro, o Chor√£o g√™nio, o nosso √≠dolo. S√≥ os verdadeiros v√£o ficar triste todos os pr√≥ximos 6 de mar√ßo, ao lembrar de uma grande perda na m√∫sica brasileira. Tenho certeza que os verdadeiros n√£o v√£o esquecer o que o Chor√£o j√° fez pra n√≥s, o qu√£o importante as m√∫sicas dele foram pra n√≥s. Vai com Deus Chor√£o!
Voc√™ vai deixar saudades (8''",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"VOU LOGO TE DANDO UM RECADO, RESPEITO √â BOM E CONSERVA OS DENTES! (;",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://ask.fm/NatalhaOlivera,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"http://www.revistamotoclubes.com.br/Encontros2013/Salgueiro.htm

Vamo ou bora?",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Fique Tranquilo ! Amanh√£ voce vai achar um jeito de sorrir daquilo que hoje te fez Chorar ;),Nat√°lia Oliveira estava em Na Minha Casa.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"http://www.youtube.com/watch?v=fjDb9sza5fE

MtLind√£'",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Valorize-se. √â gr√°tis.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=MPTtxBKXelI,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Fui ;)
Boa Noite!",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Feliz Dia Das mulheres minha amigas Lindas , voc's mereceem ... 

N√ÉO , PERA .... KKKKKK' ><",Nat√°lia Oliveira estava com Gabriel Alves e outras 5 pessoas.,2013
"Parab√©ns mulheres. Meninas, esperem 12 de Outubro.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Por cima U.u,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
D√Å AULA √â FOD# VEEY,Nat√°lia Oliveira estava com Luana Souza.,2013
"http://natalhagoomes.tumblr.com/
My Tumblr *--*",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Vish,Nat√°lia Oliveira estava em Estudando.,2013
http://exercicios.brasilescola.com/matematica/exercicios-sobre-operacoes-com-conjuntos.htm#resposta-2192,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
FUCK YOU -.-,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
